timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1472234400,Aug 26 2016 - 6:00pm,complete,N/A,Hassania Agadir,FAR Rabat,N/A,0.00,0.00,1.87,1.27,1,1,2,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Agadir
1472313600,Aug 27 2016 - 4:00pm,complete,N/A,Olympic Safi,Chabab Rif Hoceima,N/A,0.00,0.00,1.80,0.53,2,1,3,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade El Massira
1472320800,Aug 27 2016 - 6:00pm,complete,N/A,Chabab Atlas Khénifra,Kasba Tadla,N/A,0.00,0.00,1.73,0.33,0,0,0,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal (Khénifra)
1472328900,Aug 27 2016 - 8:15pm,complete,N/A,Ittihad Tanger,Difaâ El Jadida,N/A,0.00,0.00,1.67,1.60,4,1,5,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Grand Stade de Tanger
1472400000,Aug 28 2016 - 4:00pm,complete,N/A,Raja Casablanca,KAC Kénitra,N/A,0.00,0.00,2.20,0.27,4,0,4,0,0,0,"","",8,2,0,0,0,0,0,0,0,0,18,4,5,0,13,4,-1,-1,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1472411700,Aug 28 2016 - 7:15pm,complete,N/A,Kawkab Marrakech,Moghreb Tétouan,N/A,0.00,0.00,1.13,0.73,2,2,4,0,0,0,"","",2,11,0,0,0,0,0,0,0,0,8,21,4,3,4,18,-1,-1,39,61,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade de Marrakech
1474128000,Sep 17 2016 - 4:00pm,complete,N/A,KAC Kénitra,Ittihad Tanger,N/A,0.00,0.00,1.27,1.33,0,2,2,0,0,0,"","",5,3,1,0,2,0,0,1,1,1,14,11,4,5,10,6,-1,-1,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal de Kénitra
1474128000,Sep 17 2016 - 4:00pm,complete,N/A,Difaâ El Jadida,Hassania Agadir,N/A,0.00,0.00,2.33,0.67,3,0,3,0,0,0,"","",5,4,2,0,4,0,1,1,2,2,13,7,5,2,8,5,-1,-1,56,44,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Ben Ahmed El Abdi
1474137000,Sep 17 2016 - 6:30pm,complete,N/A,Moghreb Tétouan,Khouribga,N/A,0.00,0.00,1.53,0.80,1,0,1,0,0,0,"","",3,2,0,0,0,0,0,0,0,0,7,6,2,0,5,6,-1,-1,68,32,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Saniat Rmel
1474214400,Sep 18 2016 - 4:00pm,complete,N/A,FAR Rabat,Olympic Safi,N/A,0.00,0.00,1.67,0.60,2,0,2,0,0,0,"","",5,1,0,0,3,0,0,0,0,3,7,4,3,2,4,2,-1,-1,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Prince Moulay Abdallah
