timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1441474200,Sep 5 2015 - 5:30pm,complete,N/A,Hassania Agadir,Chabab Rif Hoceima,N/A,0.00,0.00,1.40,1.00,2,1,3,0,0,0,"","",7,2,0,0,0,0,0,0,0,0,11,10,5,3,6,7,24,16,49,51,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Agadir
1441481400,Sep 5 2015 - 7:30pm,complete,N/A,Ittihad Tanger,Maghreb Fès,N/A,0.00,0.00,2.13,0.73,2,0,2,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,4,7,2,5,2,2,14,8,43,57,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Grand Stade de Tanger
1441549800,Sep 6 2015 - 2:30pm,complete,N/A,KAC Kénitra,Difaâ El Jadida,N/A,0.00,0.00,1.27,1.07,0,0,0,0,0,0,"","",5,5,0,0,0,0,0,0,0,0,11,14,5,9,6,5,16,15,55,45,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Boubker Ammar
1441551600,Sep 6 2015 - 3:00pm,complete,N/A,Wydad Casablanca,FAR Rabat,N/A,0.00,0.00,2.20,1.40,4,2,6,0,0,0,"","",12,6,0,0,0,0,0,0,0,0,11,14,5,7,6,7,20,14,50,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1441551600,Sep 6 2015 - 3:00pm,complete,N/A,FUS Rabat,Raja Casablanca,N/A,0.00,0.00,2.13,1.67,2,0,2,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade du FUS (Hay Nahda) (Rabat)
1441557900,Sep 6 2015 - 4:45pm,complete,N/A,RSB Berkane,Khouribga,N/A,0.00,0.00,1.80,1.07,0,0,0,0,0,0,"","",6,2,0,0,0,0,0,0,0,0,16,7,9,5,7,2,13,19,61,39,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal de Berkane
1441566000,Sep 6 2015 - 7:00pm,complete,N/A,Kawkab Marrakech,Mouloudia Oujda,N/A,0.00,0.00,1.53,0.73,2,0,2,0,0,0,"","",3,4,0,0,0,0,0,0,0,0,10,10,5,0,5,10,21,22,50,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade de Marrakech
1442073600,Sep 12 2015 - 4:00pm,complete,N/A,FAR Rabat,Olympic Safi,N/A,0.00,0.00,1.73,0.93,1,1,2,0,0,0,"","",-1,-1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade du FUS (Belvédère) (Rabat)
1442073600,Sep 12 2015 - 4:00pm,complete,N/A,Chabab Rif Hoceima,Ittihad Tanger,N/A,0.00,0.00,1.40,1.20,1,0,1,0,0,0,"","",9,2,0,0,0,0,0,0,0,0,8,12,5,6,3,6,24,13,45,55,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mimoun Al Arsi
1442082600,Sep 12 2015 - 6:30pm,complete,N/A,Raja Casablanca,Kawkab Marrakech,N/A,0.00,0.00,1.47,0.47,1,1,2,0,0,0,"","",3,4,0,0,0,0,0,0,0,0,16,4,8,3,8,1,25,20,61,39,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1442152800,Sep 13 2015 - 2:00pm,complete,N/A,Mouloudia Oujda,KAC Kénitra,N/A,0.00,0.00,1.20,1.07,1,0,1,0,0,0,"","",2,2,0,0,0,0,0,0,0,0,9,9,0,3,9,6,19,20,51,49,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Honneur d'Oujda
1442156400,Sep 13 2015 - 3:00pm,complete,N/A,Difaâ El Jadida,RSB Berkane,N/A,0.00,0.00,1.20,1.07,0,1,1,0,0,0,"","",3,6,0,0,0,0,0,0,0,0,11,4,3,3,8,1,28,20,53,47,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Ben Ahmed El Abdi
1442160900,Sep 13 2015 - 4:15pm,complete,N/A,Khouribga,Wydad Casablanca,N/A,0.00,0.00,1.20,1.53,1,3,4,0,0,0,"","",1,4,0,0,0,0,0,0,0,0,10,5,3,2,7,3,13,17,57,43,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal (Kasba Tadla)
